crate,embedding_repos,requirements,scopes,repo_urls
encoding,2,0.2.33,runtime,"https://github.com/elixir-ecto/excoding,https://github.com/mjaric/tds-encoding"
enum_dispatch,2,"0.3.13,0.3.11",runtime,"https://github.com/pydantic/pydantic,https://github.com/oxidize-rb/rb-sys"
failure,2,"0.1.8,0.1",runtime,"https://github.com/mcu-tools/mcuboot,https://github.com/discord/loqui"
fast-glob,2,"0.4.3,1.0",runtime,"https://github.com/tailwindlabs/tailwindcss,https://github.com/formatjs/formatjs"
fern,2,"0.6.2,0.5",runtime,"https://github.com/suo/lintrunner,https://github.com/discord/loqui"
figment,2,"0.10,*",runtime,"https://github.com/chroma-core/chroma,https://github.com/suo/lintrunner"
flatbuffers,2,"*,25.12.19",runtime,"https://github.com/chroma-core/chroma,https://github.com/facebook/relay"
fs-err,2,"*,3.0.0",runtime,"https://github.com/vercel/next.js,https://github.com/pyo3/maturin"
fs2,2,0.4.3,runtime,"https://github.com/seleniumhq/selenium,https://github.com/build-trust/ockam"
fs_extra,2,1.3.0,runtime,"https://github.com/nrwl/nx,https://github.com/seleniumhq/selenium"
futures-core,2,"0.3.12,0.3.31",runtime,"https://github.com/tensorflow/tensorboard,https://github.com/build-trust/ockam"
goblin,2,"0.10.5,0.10.0",runtime,"https://github.com/benfred/py-spy,https://github.com/pyo3/maturin"
hf-hub,2,0.4.1,runtime,"https://github.com/huggingface/tokenizers,https://github.com/chroma-core/chroma"
jaq-core,2,"*,1",runtime,"https://github.com/eventual-inc/daft,https://github.com/build-trust/ockam"
jaq-std,2,"*,1",runtime,"https://github.com/eventual-inc/daft,https://github.com/build-trust/ockam"
js-sys,2,"0.3.104,0.3.59",runtime,"https://github.com/rollup/rollup,https://github.com/vercel/next.js"
jsonc-parser,2,"0.32.3,0.26.3",runtime,"https://github.com/nrwl/nx,https://github.com/vercel/next.js"
jwalk,2,0.8.1,runtime,"https://github.com/facebook/watchman,https://github.com/facebook/flow"
k256,2,"0.13.4,0.11.6",runtime,"https://github.com/ayrat555/ex_secp256k1,https://github.com/roosoft/k256"
libloading,2,"0.7,0.9",runtime,"https://github.com/microsoft/onnxruntime,https://github.com/wandb/wandb"
logos,2,0.15,runtime,"https://github.com/facebook/flow,https://github.com/facebook/relay"
lsp-types,2,0.97,runtime,"https://github.com/facebook/flow,https://github.com/facebook/relay"
lz4_flex,2,"0.13.1,0.13",runtime,"https://github.com/facebook/flow,https://github.com/whatyouhide/nimble_lz4"
markdown,2,"*,1.0.0-alpha.22",runtime,"https://github.com/vercel/next.js,https://github.com/parcel-bundler/parcel"
markup5ever,2,"0.39,0.11",runtime,"https://github.com/rusterlium/html5ever_elixir,https://github.com/mischov/meeseeks_html5ever"
md5,2,"0.7,*",runtime,"https://github.com/vercel/next.js,https://github.com/chroma-core/chroma"
mdxjs,2,"*,0.3.4",runtime,"https://github.com/vercel/next.js,https://github.com/parcel-bundler/parcel"
miette,2,"*,7.2.0",runtime,"https://github.com/pnpm/pnpm,https://github.com/build-trust/ockam"
mimalloc,2,0.1,runtime,"https://github.com/hit-scir/ltp,https://github.com/build-trust/ockam"
minijinja,2,"*,2.5.0",runtime,"https://github.com/dbt-labs/dbt-core,https://github.com/pyo3/maturin"
murmur3,2,"0.5.2,*",runtime,"https://github.com/facebook/flow,https://github.com/chroma-core/chroma"
node-semver,2,"*,2.2.0",runtime,"https://github.com/pnpm/pnpm,https://github.com/parcel-bundler/parcel"
num,2,"0.4.3,0.4.0",runtime,"https://github.com/pola-rs/polars,https://github.com/facebook/hermes"
opentelemetry,2,">=0.27,<0.32,*,0.27.0,0.27",runtime,"https://github.com/chroma-core/chroma,https://github.com/build-trust/ockam"
opentelemetry-otlp,2,"*,0.27",runtime,"https://github.com/chroma-core/chroma,https://github.com/build-trust/ockam"
opentelemetry_sdk,2,"*,0.27","runtime,development","https://github.com/chroma-core/chroma,https://github.com/build-trust/ockam"
ouroboros,2,"0.18,0.18.5",runtime,"https://github.com/messense/nh3,https://github.com/facebook/relay"
oxc,2,"0.143,0.135",runtime,"https://github.com/formatjs/formatjs,https://github.com/duskmoon-dev/phoenix-duskmoon-ui"
oxc_allocator,2,"0.143,0.130,*",runtime,"https://github.com/formatjs/formatjs,https://github.com/duskmoon-dev/phoenix-duskmoon-ui"
oxc_ast,2,"0.143,0.130",runtime,"https://github.com/formatjs/formatjs,https://github.com/duskmoon-dev/phoenix-duskmoon-ui"
oxc_parser,2,"0.143,0.130,*",runtime,"https://github.com/formatjs/formatjs,https://github.com/duskmoon-dev/phoenix-duskmoon-ui"
oxc_span,2,"0.143,0.130,*",runtime,"https://github.com/formatjs/formatjs,https://github.com/duskmoon-dev/phoenix-duskmoon-ui"
paste,2,"1.0.14,1.0.15",runtime,"https://github.com/huggingface/tokenizers,https://github.com/instagram/libcst"
path-slash,2,"0.2.1,0.1.4",runtime,"https://github.com/pyo3/maturin,https://github.com/parcel-bundler/parcel"
pep508_rs,2,0.9.2,runtime,"https://github.com/tox-dev/pipdeptree,https://github.com/pyo3/maturin"
pin-project-lite,2,"*,0.2",runtime,"https://github.com/vercel/next.js,https://github.com/build-trust/ockam"
polars,2,"*,0.52",runtime,"https://github.com/pola-rs/polars,https://github.com/elixir-explorer/explorer"
polars-lazy,2,"*,0.52",runtime,"https://github.com/pola-rs/polars,https://github.com/elixir-explorer/explorer"
postcard,2,"1.0.8,*",runtime,"https://github.com/facebook/flow,https://github.com/vercel/next.js"
pyo3-async-runtimes,2,"0.29,0.22",runtime,"https://github.com/huggingface/tokenizers,https://github.com/ngrok/ngrok-python"
pyo3-introspection,2,0.29,runtime,"https://github.com/huggingface/tokenizers,https://github.com/pyo3/maturin"
quickcheck_macros,2,"1,1.0.0",development,"https://github.com/dbt-labs/dbt-extractor,https://github.com/build-trust/ockam"
rand_core,2,"0.6,0.6.4",runtime,"https://github.com/ayrat555/ex_pbkdf2,https://github.com/roosoft/k256"
rand_pcg,2,"0.3,0.3.1",runtime,"https://github.com/elixir-explorer/explorer,https://github.com/build-trust/ockam"
rand_xorshift,2,"*,0,0.3",development,"https://github.com/chroma-core/chroma,https://github.com/build-trust/ockam"
rayon-cond,2,0.4,runtime,"https://github.com/huggingface/tokenizers,https://github.com/hit-scir/ltp"
rb-sys,2,"*,0.9.128",runtime,"https://github.com/gjtorikian/commonmarker,https://gitlab.com/gitlab-org/prometheus-client-mmap"
ref-cast,2,"1.0.20,1.0",runtime,"https://github.com/vercel/next.js,https://github.com/parcel-bundler/parcel"
regex-automata,2,"0.4.18,0.4",runtime,"https://github.com/tailwindlabs/tailwindcss,https://github.com/vercel/next.js"
regex-syntax,2,"0.8,*",runtime,"https://github.com/huggingface/tokenizers,https://github.com/chroma-core/chroma"
ring,2,"0.16.11,0.17",runtime,"https://github.com/mcu-tools/mcuboot,https://github.com/sferik/x-cli"
rkyv,2,"0.7,0.8",runtime,"https://github.com/nrwl/nx,https://github.com/hit-scir/ltp"
rmp-serde,2,"1.3.1,1.1",runtime,"https://github.com/facebook/relay,https://github.com/drbawb/shellac"
roaring,2,*,runtime,"https://github.com/vercel/next.js,https://github.com/chroma-core/chroma"
rpds,2,1.2.1,runtime,"https://github.com/facebook/flow,https://github.com/crate-py/rpds"
rust-embed,2,"8.0,*",runtime,"https://github.com/chroma-core/chroma,https://github.com/dbt-labs/dbt-core"
rustc_version,2,0.4.0,"build,runtime","https://github.com/google/flatbuffers,https://github.com/pyo3/maturin"
rustflags,2,"*,0.1.6","build,runtime","https://github.com/pola-rs/polars,https://github.com/pyo3/maturin"
rustls-pemfile,2,"2.0.0,2.1",runtime,"https://github.com/ngrok/ngrok-python,https://github.com/build-trust/ockam"
rustls-pki-types,2,"1.14.0,1.7.0",runtime,"https://github.com/pyo3/maturin,https://github.com/build-trust/ockam"
rustyline,2,"14.0.0,15.0.0",runtime,"https://github.com/dbt-labs/dbt-core,https://github.com/build-trust/ockam"
same-file,2,1.0.6,runtime,"https://github.com/tailwindlabs/tailwindcss,https://github.com/pyo3/maturin"
serde-pickle,2,"1.2.0,1",runtime,"https://github.com/chroma-core/chroma,https://github.com/pola-rs/polars"
serde_qs,2,"*,0.12.0",runtime,"https://github.com/vercel/next.js,https://github.com/dbt-labs/dbt-core"
serde_yml,2,"*,0.0.10",runtime,"https://github.com/chroma-core/chroma,https://github.com/dbt-labs/dbt-core"
shell-words,2,"1.1.0,1.1",runtime,"https://github.com/suo/lintrunner,https://github.com/oxidize-rb/rb-sys"
shellexpand,2,"^3,3.1.0",runtime,"https://github.com/facebook/flipper,https://github.com/build-trust/ockam"
siphasher,2,"1.0.1,0.3.3",runtime,"https://github.com/chroma-core/chroma,https://github.com/vonmo/erbloom"
static_assertions,2,"1.1,1.1.0",runtime,"https://github.com/nrwl/nx,https://github.com/build-trust/ockam"
strsim,2,"*,0.11.1",runtime,"https://github.com/vercel/next.js,https://github.com/facebook/relay"
strum_macros,2,"0.27,0.27.1",runtime,"https://github.com/pydantic/pydantic,https://github.com/chroma-core/chroma"
subtle,2,"2.6,2",runtime,"https://github.com/pyca/bcrypt,https://github.com/build-trust/ockam"
swc_common,2,"25.0.0,0.31.16",runtime,"https://github.com/rollup/rollup,https://github.com/nrwl/nx"
swc_ecma_ast,2,"28.0.0,0.107.0",runtime,"https://github.com/rollup/rollup,https://github.com/nrwl/nx"
swc_ecma_parser,2,"44.0.0,0.137.1",runtime,"https://github.com/rollup/rollup,https://github.com/nrwl/nx"
syntect,2,"5.3,5.2.0",runtime,"https://github.com/gjtorikian/commonmarker,https://github.com/build-trust/ockam"
tendril,2,"0.5,0.4",runtime,"https://github.com/rusterlium/html5ever_elixir,https://github.com/mischov/meeseeks_html5ever"
test-log,2,"0.2,0.2.18",development,"https://github.com/microsoft/onnxruntime,https://github.com/chroma-core/chroma"
tonic-reflection,2,"0.3.0,0.14.6",runtime,"https://github.com/tensorflow/tensorboard,https://github.com/wandb/wandb"
tower-http,2,*,runtime,"https://github.com/pnpm/pnpm,https://github.com/chroma-core/chroma"
tracing-opentelemetry,2,"*,0.28",runtime,"https://github.com/chroma-core/chroma,https://github.com/build-trust/ockam"
tree-sitter,2,"0.26,0.20.8",runtime,"https://github.com/chroma-core/chroma,https://github.com/dbt-labs/dbt-extractor"
typetag,2,"*,0.2.23",runtime,"https://github.com/eventual-inc/daft,https://github.com/facebook/relay"
unicode-segmentation,2,"1.11,^1.6.0",runtime,"https://github.com/huggingface/tokenizers,https://codeberg.org/jpt/jellyfish"
unicode_categories,2,"0.1,0.1.1",runtime,"https://github.com/huggingface/tokenizers,https://github.com/dbt-labs/dbt-core"
ureq,2,"2.1,3.2.0","build,development,runtime","https://github.com/microsoft/onnxruntime,https://github.com/pyo3/maturin"
urlencoding,2,"2.1,2.1.2,*",runtime,"https://github.com/nrwl/nx,https://github.com/vercel/next.js"
utoipa,2,"5.0.0,*,^5.3",runtime,"https://github.com/chroma-core/chroma,https://github.com/build-trust/ockam"
wasm-bindgen-test,2,"0.3.77,0.3.39",development,"https://github.com/facebook/relay,https://github.com/extism/extism"
wat,2,"1.0.69,1.254.0",runtime,"https://github.com/vercel/next.js,https://github.com/tessi/wasmex"
webbrowser,2,"*,1.0.3",runtime,"https://github.com/vercel/next.js,https://github.com/chroma-core/chroma"
xml5ever,2,"*,0.17",runtime,"https://github.com/parcel-bundler/parcel,https://github.com/mischov/meeseeks_html5ever"
zip-extract,2,"0.2.1,0.2.3",runtime,"https://github.com/chroma-core/chroma,https://github.com/build-trust/ockam"
zstd,2,"0.13.0,0.13.3",runtime,"https://github.com/vercel/next.js,https://github.com/facebook/relay"
Inflector,1,0.11.4,runtime,https://github.com/parcel-bundler/parcel
aes,1,0.7.4,runtime,https://github.com/mcu-tools/mcuboot
aes-gcm,1,0.10,runtime,https://github.com/build-trust/ockam
afl,1,0.15.18,runtime,https://github.com/vercel/next.js
allocator-api2,1,*,runtime,https://github.com/vercel/next.js
allsorts,1,*,runtime,https://github.com/vercel/next.js
ammonia,1,4.1.2,runtime,https://github.com/messense/nh3
annotate-snippets,1,0.11.5,runtime,https://github.com/instagram/libcst
anstream,1,*,development,https://github.com/astral-sh/ruff
apache-avro,1,0.18.0,runtime,https://github.com/hit-scir/ltp
apple-flat-package,1,0.20.0,runtime,https://github.com/seleniumhq/selenium
approx,1,0.5.1,runtime,https://github.com/catboost/catboost
archery,1,1.2.2,runtime,https://github.com/crate-py/rpds
arcstr,1,1.2.0,runtime,https://github.com/facebook/flow
arrayref,1,0.3,runtime,https://github.com/build-trust/ockam
arrow-array-56,1,56,runtime,https://github.com/eventual-inc/daft
arrow-array-57,1,57,runtime,https://github.com/eventual-inc/daft
arrow-array-58,1,58,runtime,https://github.com/eventual-inc/daft
arrow-array-59,1,59,runtime,https://github.com/eventual-inc/daft
arrow-data-56,1,56,runtime,https://github.com/eventual-inc/daft
arrow-data-57,1,57,runtime,https://github.com/eventual-inc/daft
arrow-data-58,1,58,runtime,https://github.com/eventual-inc/daft
arrow-data-59,1,59,runtime,https://github.com/eventual-inc/daft
arrow-json,1,*,runtime,https://github.com/eventual-inc/daft
arrow-schema-56,1,56,runtime,https://github.com/eventual-inc/daft
arrow-schema-57,1,57,runtime,https://github.com/eventual-inc/daft
arrow-schema-58,1,58,runtime,https://github.com/eventual-inc/daft
arrow-schema-59,1,59,runtime,https://github.com/eventual-inc/daft
arwen,1,0.0.5,runtime,https://github.com/pyo3/maturin
askama,1,0.12.1,runtime,https://github.com/dbt-labs/dbt-core
assert_approx_eq,1,1.1,development,https://github.com/huggingface/tokenizers
assert_matches,1,1.5,development,https://github.com/facebook/relay
associative-cache,1,3,runtime,https://github.com/ijl/orjson
async-compression,1,0.4.18,runtime,https://github.com/chroma-core/chroma
async-tempfile,1,0.6.0,runtime,https://github.com/chroma-core/chroma
atom_syndication,1,0.12,runtime,https://github.com/avencera/fast_rss
atsame54_xpro,1,0.6.0,runtime,https://github.com/build-trust/ockam
auto-hash-map,1,*,runtime,https://github.com/vercel/next.js
aws-lc-sys,1,=0.41.0,runtime,https://github.com/ngrok/ngrok-python
aws-sdk-kms,1,1.58.0,runtime,https://github.com/build-trust/ockam
aws-sdk-s3,1,*,runtime,https://github.com/chroma-core/chroma
aws-smithy-types,1,*,runtime,https://github.com/chroma-core/chroma
backoff,1,0.1.2,runtime,https://github.com/discord/loqui
backon,1,"*,1.5",runtime,https://github.com/chroma-core/chroma
base-encode,1,0.3.1,runtime,https://github.com/rollup/rollup
base64-simd,1,0.8,runtime,https://github.com/swc-project/swc
base64-url,1,3.0.0,runtime,https://github.com/build-trust/ockam
base64ct,1,=1.7.3,runtime,https://github.com/build-trust/ockam
bcrypt-pbkdf,1,0.11.0,runtime,https://github.com/pyca/bcrypt
bech32,1,0.11.1,runtime,https://github.com/ayrat555/ex_bech32
better-panic,1,0.3.0,runtime,https://github.com/nrwl/nx
bexpand,1,1.2.0,runtime,https://github.com/tailwindlabs/tailwindcss
bigdecimal,1,0.4.10,runtime,https://github.com/agronholm/cbor2
binary-heap-plus,1,0.5,runtime,https://github.com/hit-scir/ltp
binary-layout,1,4.0.2,runtime,https://github.com/build-trust/ockam
bitfield,1,*,runtime,https://github.com/vercel/next.js
bitpacking,1,*,runtime,https://github.com/chroma-core/chroma
bitvec,1,1.0.1,runtime,https://github.com/swc-project/swc
blake3,1,1.5.0,runtime,https://github.com/suo/lintrunner
bloom,1,0.3.2,runtime,https://github.com/chroma-core/chroma
bloomfilter,1,1.0.2,runtime,https://github.com/vonmo/erbloom
bluenrg,1,0.1.0,runtime,https://github.com/build-trust/ockam
bluetooth-hci,1,0.1.0,runtime,https://github.com/build-trust/ockam
bon,1,3.8.1,runtime,https://github.com/chroma-core/chroma
bs58,1,0.5,runtime,https://github.com/ayrat555/ex_base58
btleplug,1,0.11.5,runtime,https://github.com/build-trust/ockam
buck-resources,1,1,development,https://github.com/facebook/flow
build_common,1,*,build,https://github.com/datadog/dd-trace-py
bytecount,1,^0.6.7,runtime,https://github.com/ijl/orjson
bytemuck,1,*,runtime,https://github.com/chroma-core/chroma
bzip2,1,0.6.1,runtime,https://github.com/seleniumhq/selenium
calamine,1,*,runtime,https://github.com/xlwings/xlwings
captcha,1,0.0.9,runtime,https://github.com/corneliakelinske/ex_robo_cop
cargo-config2,1,0.1.24,runtime,https://github.com/pyo3/maturin
cargo-cyclonedx,1,=0.5.9,runtime,https://github.com/pyo3/maturin
cargo-lock,1,8.0.2,runtime,https://github.com/vercel/next.js
cargo-options,1,0.8.1,runtime,https://github.com/pyo3/maturin
cargo-xwin,1,0.23.0,runtime,https://github.com/pyo3/maturin
cargo-zigbuild,1,0.23.0,runtime,https://github.com/pyo3/maturin
cargo_metadata,1,0.23.1,runtime,https://github.com/pyo3/maturin
catboost,1,*,runtime,https://github.com/catboost/catboost
cbindgen,1,0.29.0,runtime,https://github.com/pyo3/maturin
cddl-cat,1,"0.6.2,0.6.1",development,https://github.com/build-trust/ockam
cedarwood,1,0.4,runtime,https://github.com/hit-scir/ltp
cfg-if,1,"1.0,1.0.0",runtime,https://github.com/build-trust/ockam
cfg_aliases,1,0.2.1,build,https://github.com/build-trust/ockam
chroma,1,*,runtime,https://github.com/chroma-core/chroma
chroma-agent,1,*,runtime,https://github.com/chroma-core/chroma
chroma-api-types,1,*,runtime,https://github.com/chroma-core/chroma
chroma-benchmark,1,*,development,https://github.com/chroma-core/chroma
chroma-blockstore,1,*,runtime,https://github.com/chroma-core/chroma
chroma-cache,1,*,"development,runtime",https://github.com/chroma-core/chroma
chroma-cli,1,*,runtime,https://github.com/chroma-core/chroma
chroma-config,1,*,runtime,https://github.com/chroma-core/chroma
chroma-distance,1,*,runtime,https://github.com/chroma-core/chroma
chroma-error,1,*,runtime,https://github.com/chroma-core/chroma
chroma-faults,1,*,runtime,https://github.com/chroma-core/chroma
chroma-frontend,1,*,runtime,https://github.com/chroma-core/chroma
chroma-index,1,*,runtime,https://github.com/chroma-core/chroma
chroma-jemalloc-pprof-server,1,*,runtime,https://github.com/chroma-core/chroma
chroma-log,1,*,"development,runtime",https://github.com/chroma-core/chroma
chroma-memberlist,1,*,runtime,https://github.com/chroma-core/chroma
chroma-metering,1,*,runtime,https://github.com/chroma-core/chroma
chroma-metering-macros,1,*,runtime,https://github.com/chroma-core/chroma
chroma-segment,1,*,runtime,https://github.com/chroma-core/chroma
chroma-sqlite,1,*,runtime,https://github.com/chroma-core/chroma
chroma-storage,1,*,"development,runtime",https://github.com/chroma-core/chroma
chroma-sysdb,1,*,runtime,https://github.com/chroma-core/chroma
chroma-system,1,*,runtime,https://github.com/chroma-core/chroma
chroma-tracing,1,*,runtime,https://github.com/chroma-core/chroma
chroma-types,1,*,"development,runtime",https://github.com/chroma-core/chroma
chromiumoxide,1,*,runtime,https://github.com/vercel/next.js
ciborium,1,0.2.1,runtime,https://github.com/dbt-labs/dbt-core
cipher,1,0.3,runtime,https://github.com/mcu-tools/mcuboot
clap_complete_command,1,0.6.1,runtime,https://github.com/pyo3/maturin
clap_complete_fig,1,4,"build,runtime",https://github.com/dbt-labs/dbt-core
clap_complete_nushell,1,4,"build,runtime",https://github.com/dbt-labs/dbt-core
color-eyre,1,0.6.3,runtime,https://github.com/nrwl/nx
colorful,1,0.3,runtime,https://github.com/build-trust/ockam
colors-transform,1,0.2,runtime,https://github.com/build-trust/ockam
common,1,0.0.1,runtime,https://github.com/mesonbuild/meson
common-path,1,1.0.0,runtime,https://github.com/facebook/relay
concurrent-queue,1,*,runtime,https://github.com/vercel/next.js
console-subscriber,1,*,runtime,https://github.com/vercel/next.js
const_format,1,*,runtime,https://github.com/vercel/next.js
convert_case,1,0.6.0,runtime,https://github.com/parcel-bundler/parcel
core2,1,0.4.0,runtime,https://github.com/build-trust/ockam
cpp_demangle,1,0.5,runtime,https://github.com/benfred/py-spy
crc,1,1.8.1,runtime,https://github.com/tensorflow/tensorboard
crc32fast,1,*,runtime,https://github.com/vercel/next.js
crossbeam-deque,1,0.8.3,runtime,https://github.com/tailwindlabs/tailwindcss
crossbeam-queue,1,0.3.11,runtime,https://github.com/build-trust/ockam
crossbeam-utils,1,"0.8.20,*",runtime,https://github.com/vercel/next.js
daachorse,1,3.0.0,runtime,https://github.com/huggingface/tokenizers
dary_heap,1,0.3.6,runtime,https://github.com/huggingface/tokenizers
datadog-ipc,1,*,runtime,https://github.com/datadog/dd-trace-py
datadog-live-debugger,1,*,runtime,https://github.com/datadog/dd-trace-py
dbt-fusion-workspace-hack,1,0.1,runtime,https://github.com/dbt-labs/dbt-core
dbt-yaml,1,*,runtime,https://github.com/dbt-labs/dbt-core
debpkg,1,0.6.0,runtime,https://github.com/seleniumhq/selenium
debugid,1,0.8.0,runtime,https://github.com/swc-project/swc
deelevate,1,0.1,runtime,https://github.com/facebook/watchman
delegate,1,0.13.0,runtime,https://github.com/build-trust/ockam
deno_package_json,1,0.1.2,development,https://github.com/parcel-bundler/parcel
derivative,1,2.2.0,runtime,https://github.com/chroma-core/chroma
derive_builder,1,0.20,runtime,https://github.com/huggingface/tokenizers
derive_more,1,*,runtime,https://github.com/pnpm/pnpm
dhat,1,*,runtime,https://github.com/vercel/next.js
docopt,1,1.1.0,runtime,https://github.com/mcu-tools/mcuboot
dotenvs,1,0.1.0,runtime,https://github.com/vercel/next.js
dotenvy,1,0.15.7,development,https://github.com/chroma-core/chroma
dryoc,1,0.7,runtime,https://github.com/ayrat555/cafezinho
dupe,1,0.9.1,runtime,https://github.com/facebook/flow
easy-error,1,1.0.0,runtime,https://github.com/vercel/next.js
ed25519-dalek,1,2.1,runtime,https://github.com/build-trust/ockam
elixirkit,1,*,runtime,https://github.com/livebook-dev/livebook
embedded-hal,1,1.0.0-rc,runtime,https://github.com/build-trust/ockam
encoding_rs,1,0.8,runtime,https://github.com/ijl/orjson
equivalent,1,1.0.2,runtime,https://github.com/facebook/flow
erased-serde,1,*,runtime,https://github.com/vercel/next.js
es-module-lexer,1,*,runtime,https://github.com/parcel-bundler/parcel
esaxx-rs,1,0.1.10,runtime,https://github.com/huggingface/tokenizers
ethereum-bn128,1,0.1.0,runtime,https://github.com/ethereumjs/rustbn.js
event-listener,1,5.4.0,runtime,https://github.com/vercel/next.js
exitcode,1,1.1.2,runtime,https://github.com/seleniumhq/selenium
expect-test,1,1.4.1,development,https://github.com/pyo3/maturin
faer,1,*,runtime,https://github.com/chroma-core/chroma
failsafe,1,1.3.0,runtime,https://github.com/chroma-core/chroma
fast_chemail,1,0.9.5,runtime,https://github.com/fgribreau/mailchecker
fastbloom,1,*,runtime,https://github.com/chroma-core/chroma
fastrace,1,=0.7.8,runtime,https://github.com/chroma-core/chroma
fastrace-opentelemetry,1,=0.8.1,runtime,https://github.com/chroma-core/chroma
fat-macho,1,0.4.10,runtime,https://github.com/pyo3/maturin
file_diff,1,1,development,https://github.com/build-trust/ockam
fixed_decimal,1,0.7,runtime,https://github.com/formatjs/formatjs
fnv,1,1.0,runtime,https://github.com/facebook/relay
foo1,1,1,runtime,https://github.com/mesonbuild/meson
foo2,1,2,runtime,https://github.com/mesonbuild/meson
fork,1,0.2,runtime,https://github.com/wandb/wandb
foyer,1,0.17.3,runtime,https://github.com/chroma-core/chroma
frontend-core,1,*,runtime,https://github.com/chroma-core/chroma
fs4,1,0.13.1,development,https://github.com/pyo3/maturin
futures-retry,1,*,runtime,https://github.com/vercel/next.js
fxhash,1,2.1.1,runtime,https://github.com/tailwindlabs/tailwindcss
gcp_auth,1,0.7.4,runtime,https://github.com/tensorflow/tensorboard
gethostname,1,0.5.0,runtime,https://github.com/build-trust/ockam
getrandom2,1,0.2,runtime,https://github.com/vercel/next.js
getrandom3,1,0.3,runtime,https://github.com/vercel/next.js
glob-match,1,0.2.1,runtime,https://github.com/parcel-bundler/parcel
globwalk,1,0.9.1,runtime,https://github.com/tailwindlabs/tailwindcss
google-cloud-gax,1,*,"development,runtime",https://github.com/chroma-core/chroma
google-cloud-googleapis,1,*,"development,runtime",https://github.com/chroma-core/chroma
google-cloud-spanner,1,*,"development,runtime",https://github.com/chroma-core/chroma
grammers-crypto,1,0.7.0,runtime,https://github.com/cher-nov/cryptg
graphql-parser,1,0.4.0,runtime,https://github.com/dotansimha/graphql-code-generator
guacamole,1,0.11,development,https://github.com/chroma-core/chroma
handlebars,1,5.1.2,runtime,https://github.com/dbt-labs/dbt-core
harfrust,1,0.13.0,runtime,https://github.com/harfbuzz/harfbuzz
heapless,1,"0.8.0,0.8",runtime,https://github.com/build-trust/ockam
heck,1,0.5,runtime,https://github.com/rusterlium/rustler
hello,1,">= 1, <= 3",runtime,https://github.com/mesonbuild/meson
hermes_comments,1,*,runtime,https://github.com/facebook/relay
hermes_estree,1,*,runtime,https://github.com/facebook/relay
hermes_parser,1,*,runtime,https://github.com/facebook/relay
hkdf,1,0.12,runtime,https://github.com/build-trust/ockam
hmac-sha256,1,1,runtime,https://github.com/react/react
hnswlib,1,*,runtime,https://github.com/chroma-core/chroma
hostname,1,0.4.2,runtime,https://github.com/facebook/flow
httparse,1,1.9.5,runtime,https://github.com/build-trust/ockam
httpmock,1,0.8.2,development,https://github.com/chroma-core/chroma
humantime,1,*,runtime,https://github.com/chroma-core/chroma
hyper-tls,1,0.6,runtime,https://github.com/facebook/relay
hyper-tungstenite,1,0.9.0,runtime,https://github.com/vercel/next.js
iana-time-zone,1,*,runtime,https://github.com/dbt-labs/dbt-core
icu,1,2.1,runtime,https://github.com/formatjs/formatjs
icu_locale,1,2.1,runtime,https://github.com/formatjs/formatjs
icu_locale_core,1,2.2.0,runtime,https://github.com/nodejs/node
icu_provider,1,2.2.0,runtime,https://github.com/nodejs/node
idna,1,1.1.0,runtime,https://github.com/pydantic/pydantic
if_chain,1,1.0.0,runtime,https://github.com/swc-project/swc
im,1,15.1,runtime,https://github.com/facebook/flow
imageflow_core,1,*,runtime,https://github.com/naps62/imageflow_ex
imageflow_types,1,*,runtime,https://github.com/naps62/imageflow_ex
imageproc,1,0.23,runtime,https://github.com/huacnlee/rucaptcha
include_dir,1,0.7.3,runtime,https://github.com/vercel/next.js
infer,1,0.19.0,runtime,https://github.com/seleniumhq/selenium
inferno,1,0.12.6,runtime,https://github.com/benfred/py-spy
insta-cmd,1,0.6.0,development,https://github.com/dbt-labs/dbt-core
integer-encoding,1,3.0.3,runtime,https://github.com/apache/thrift
intrusive-collections,1,0.9,runtime,https://github.com/facebook/hermes
inventory,1,0.3,runtime,https://github.com/rusterlium/rustler
is_executable,1,1.0.5,development,https://github.com/seleniumhq/selenium
itoap,1,1,runtime,https://github.com/ijl/orjson
jack,1,0.11,runtime,https://github.com/dulltools/ex_jack
jaq-interpret,1,1,runtime,https://github.com/build-trust/ockam
jaq-json,1,*,runtime,https://github.com/eventual-inc/daft
jaq-parse,1,1,runtime,https://github.com/build-trust/ockam
jemalloc-info,1,0.7,runtime,https://github.com/discord/sorted_set_nif
jemalloc_pprof,1,=0.8.0,runtime,https://github.com/chroma-core/chroma
jemallocator,1,0.5.4,runtime,https://github.com/discord/sorted_set_nif
jiff,1,0.2.10,runtime,https://github.com/vercel/next.js
jiff-core,1,0.1,runtime,https://github.com/ijl/orjson
jiter,1,0.16.0,runtime,https://github.com/pydantic/pydantic
jni,1,0.22,runtime,https://github.com/elastic/elasticsearch
json-sourcemap,1,0.2.0,runtime,https://github.com/parcel-bundler/parcel
k8s-openapi,1,0.20.0,runtime,https://github.com/chroma-core/chroma
kafka-protocol,1,0.14,runtime,https://github.com/build-trust/ockam
keyring,1,3.6.3,runtime,https://github.com/pyo3/maturin
kube,1,0.87.2,runtime,https://github.com/chroma-core/chroma
kurbo,1,0.9.0,runtime,https://github.com/harfbuzz/harfbuzz
lang-c,1,0.15,runtime,https://github.com/rusterlium/rustler
