repository_url,ecosystems,dependent_repos,c_loc,cpp_loc,c_bridge_tools,c_build_tools,has_rust,rust_loc,brief_languages
https://github.com/lquixada/cross-fetch,npm,460600,5,0,"","",0,0,"JavaScript,TypeScript,Objective-C,Java,C,Prolog"
https://github.com/styled-components/styled-components,npm,448028,3,0,"","",0,0,"TypeScript,JavaScript,C,Kotlin,Swift,Objective-C,Prolog"
https://github.com/tmm1/http_parser.rb,rubygems,427811,466,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/puma/puma,rubygems,404320,2002,0,mkmf,"",0,0,"Ruby,Java,C,Lua"
https://github.com/faye/websocket-driver-ruby,rubygems,389382,25,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/socketry/nio4r,rubygems,380002,7867,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/gulpjs/liftoff,npm,367325,0,0,"","",0,0,"JavaScript,D,C"
https://github.com/swc-project/swc,"npm,cargo",360974,0,0,node-gyp,"",1,715139,"JavaScript,TypeScript,Rust"
https://github.com/react/react-native,npm,358355,57408,95143,"",CMake,0,0,"JavaScript,C,Kotlin,C++,Objective-C,TypeScript,Python,Ruby,Java,Swift,Prolog"
https://github.com/vercel/next.js,npm,345645,0,0,node-gyp,"",1,246058,"JavaScript,TypeScript,Rust"
https://github.com/gjtorikian/commonmarker,rubygems,317893,0,0,mkmf,"",1,1588,"Ruby,Rust"
https://github.com/pandas-dev/pandas,"pypi,conda",310870,8299,2656,setuptools Extension,Meson,0,0,"Python,C,C++"
https://github.com/riaevangelist/node-ipc,npm,296532,128,0,"","",0,0,"JavaScript,C"
https://github.com/firebase/firebase-js-sdk,npm,296309,0,0,node-gyp,"",0,0,"TypeScript,JavaScript"
https://github.com/brianc/node-postgres,npm,295107,0,0,node-gyp,"",0,0,"JavaScript,TypeScript"
https://github.com/gsamokovarov/bindex,rubygems,291257,62,0,mkmf,"",0,0,"Ruby,Java,C"
https://github.com/grpc/grpc-node,npm,291210,577,803,"",CMake,0,0,"TypeScript,C,C++,Java,Go,C#,JavaScript,PHP,Objective-C,Python,Ruby,Kotlin,Dart,Emacs Lisp,Swift"
https://github.com/bcrypt-ruby/bcrypt-ruby,rubygems,288069,1393,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/kelektiv/node.bcrypt.js,npm,286301,62,1020,node-gyp,"",0,0,"JavaScript,C++,C"
https://github.com/msgpack/msgpack-ruby,rubygems,282509,4261,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/rails/bootsnap,rubygems,281119,867,0,mkmf,"",0,0,"Ruby,C"
https://github.com/alexgorbatchev/crc,npm,265180,227,0,"","",0,0,"TypeScript,JavaScript,Python,C"
https://github.com/pyparsing/pyparsing,"pypi,conda",264180,422,0,"","",0,0,"Python,C"
https://github.com/npm/run-script,npm,252521,0,0,node-gyp,"",0,0,JavaScript
https://github.com/matplotlib/matplotlib,"pypi,conda",250735,39874,24507,"",Meson,0,0,"Python,C,C++,JavaScript,Lua,Objective-C"
https://github.com/ruby/racc,rubygems,244046,680,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/react-native-community/jsc-android-buildscripts,npm,243503,0,0,"","",0,0,"JavaScript,Java,C++,Prolog"
https://github.com/dart-lang/sdk,pub,237855,129839,469732,"",CMake,0,0,"Dart,Java,Python,JavaScript,C"
https://github.com/flutter/packages,pub,237667,18096,69355,"","",0,0,"Dart,Java,Swift,C,C++,Kotlin,Objective-C,JavaScript"
https://github.com/scipy/scipy,"pypi,conda",229003,264564,689846,"setuptools Extension,meson-python","CMake,Meson",0,0,"C++,Python,C,JavaScript,C#,Objective-C,Fortran,Julia,Solidity,Nix,Perl,R"
https://github.com/janl/mustache.js,npm,224460,0,0,node-gyp,"",0,0,"JavaScript,TypeScript,Ruby"
https://github.com/knu/ruby-unf_ext,rubygems,222320,0,14130,mkmf,"",0,0,"Ruby,C++"
https://github.com/pypa/packaging,"pypi,conda",215810,6,0,"","",0,0,"Python,C"
https://github.com/facebook/hermes,npm,214711,119052,288747,"",CMake,1,29588,"JavaScript,C++,C,Rust,Python,TypeScript,Java,Swift,D,Kotlin,Objective-C"
https://github.com/software-mansion/react-native-screens,npm,195656,4725,2042,node-gyp,"",0,0,"TypeScript,Kotlin,C,Objective-C,JavaScript,C++,Swift,Prolog,Ruby,Java"
https://github.com/sequelize/sequelize,npm,193226,0,0,node-gyp,"",0,0,"TypeScript,JavaScript"
https://github.com/banister/debug_inspector,rubygems,188756,89,0,mkmf,"",0,0,"Ruby,C"
https://github.com/react-navigation/react-navigation,npm,184772,69,0,"","",0,0,"TypeScript,JavaScript,C,Kotlin,Objective-C,Swift"
https://github.com/psycopg/psycopg2,"pypi,conda",184323,14552,0,setuptools Extension,"",0,0,"C,Python"
https://github.com/software-mansion/react-native-gesture-handler,npm,183364,786,291,"","",0,0,"TypeScript,Kotlin,JavaScript,C,Objective-C,C++,Java,Ruby,Prolog,Swift"
https://github.com/lovell/sharp,npm,178353,821,3659,node-gyp,"",0,0,"JavaScript,C++,C,TypeScript,Verilog"
https://github.com/sass/sassc-ruby,rubygems,170988,1298,30105,mkmf,"",0,0,"C++,Ruby,C,Perl"
https://github.com/python-cffi/cffi,"pypi,conda",166881,14863,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/expo/expo,npm,165704,75553,103441,node-gyp,"",0,0,"TypeScript,Kotlin,JavaScript,Swift,C,Objective-C,Java,C++,Prolog,Ruby"
https://github.com/eliben/pycparser,"pypi,conda",163284,2332,0,"","",0,0,"C,Python"
https://github.com/websockets/bufferutil,npm,154921,105,0,node-gyp,"",0,0,"JavaScript,C"
https://github.com/reduxjs/redux-toolkit,npm,154770,4,0,"","",0,0,"TypeScript,JavaScript,Objective-C,Kotlin,C,Prolog"
https://github.com/websockets/utf-8-validate,npm,153775,4,5580,node-gyp,"",0,0,"JavaScript,C++"
https://github.com/appandflow/react-native-safe-area-context,npm,152379,241,130,"","",0,0,"TypeScript,C,Kotlin,Objective-C,JavaScript,Java,C++"
https://github.com/un-ts/synckit,npm,150579,0,0,node-gyp,"",0,0,"TypeScript,JavaScript"
https://github.com/tryghost/node-sqlite3,npm,146342,706,1775,node-gyp,"",0,0,"JavaScript,C,C++,TypeScript"
https://github.com/scikit-learn/scikit-learn,"pypi,conda",142401,1082,5555,setuptools Extension,Meson,0,0,"Python,C,JavaScript,C++"
https://github.com/coveragepy/coveragepy,pypi,142083,1191,0,setuptools Extension,"",0,0,"Python,JavaScript"
https://github.com/software-mansion/react-native-reanimated,npm,141840,8504,17213,"","",0,0,"TypeScript,C,C++,JavaScript,Kotlin,Objective-C,Prolog,Ruby,Java,Swift"
https://github.com/fsnotify/fsnotify,go,141733,98,0,"","",0,0,"Go,C"
https://github.com/piscinajs/piscina,npm,140944,0,14,"","",0,0,"JavaScript,TypeScript,C++"
https://github.com/bnoordhuis/node-iconv,npm,140184,90988,0,node-gyp,"",0,0,"JavaScript,C"
https://github.com/addaleax/nice-napi,npm,139697,0,18,node-gyp,"",0,0,"JavaScript,C++,TypeScript"
https://github.com/npm/cli,npm,139345,0,0,node-gyp,"",0,0,JavaScript
https://github.com/yuin/goldmark,go,131427,76,0,"","",0,0,"Go,C"
https://github.com/jawah/charset_normalizer,pypi,127252,0,0,setuptools Extension,"",0,0,Python
https://github.com/rust-lang/libc,cargo,124383,1094,0,"","",1,116803,"Rust,C,Python"
https://github.com/envoyproxy/protoc-gen-validate,go,123694,144,277,"","",0,0,"Go,Java,C++,Python,C"
https://github.com/grahamdumpleton/wrapt,"pypi,conda",123582,3881,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/yaml/pyyaml,"pypi,conda",122440,8,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/dart-lang/http,pub,120489,94,422,"",CMake,0,0,"Dart,C,Kotlin,C++,Swift,Objective-C,Prolog"
https://github.com/brianmario/mysql2,rubygems,119854,5238,0,mkmf,"",0,0,"Ruby,C"
https://github.com/oblador/react-native-vector-icons,npm,119554,8,0,"","",0,0,"TypeScript,JavaScript,Kotlin,C,Java,Objective-C,Python"
https://github.com/lxml/lxml,"pypi,conda",115734,330,0,setuptools Extension,"",0,0,"Python,C,JavaScript"
https://github.com/tornadoweb/tornado,"pypi,conda",113286,84,0,setuptools Extension,"",0,0,"Python,JavaScript,C"
https://github.com/facebook/react-native,"maven,cocoapods,npm",111015,57336,95143,"",CMake,0,0,"JavaScript,C,Kotlin,C++,Objective-C,TypeScript,Python,Ruby,Java,Swift,Prolog"
https://github.com/pallets/markupsafe,"pypi,conda",110052,178,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/prometheus/client_golang,go,107337,46,0,"","",0,0,"Go,C"
https://github.com/parcel-bundler/watcher,npm,105542,44,3335,node-gyp,"",0,0,"C++,JavaScript,C,TypeScript"
https://github.com/cryptocoinjs/secp256k1-node,npm,105322,14945,476,node-gyp,"",0,0,"C,JavaScript,Java,C++"
https://github.com/material-foundation/material-color-utilities,pub,105136,694,4656,"","",0,0,"Swift,Dart,TypeScript,Java,Kotlin,C++,C"
https://github.com/go-gl/glfw,go,99315,183982,0,"","",0,0,"C,Go,Objective-C"
https://github.com/nodejs/undici,npm,98048,11053,0,"","",0,0,"JavaScript,Python,TypeScript,C"
https://github.com/parshap/node-sanitize-filename,npm,97772,0,0,node-gyp,"",0,0,"JavaScript,TypeScript"
https://github.com/pypa/setuptools,"pypi,conda",97511,856,0,"","",0,0,"Python,C"
https://github.com/codahale/bcrypt-ruby,rubygems,97315,1393,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/golang/snappy,go,97234,0,59,"","",0,0,"Go,C++"
https://github.com/cryptocoinjs/keccak,npm,96892,33296,63,node-gyp,"",0,278,"C,JavaScript,Python,C++,Rust"
https://github.com/react-community/react-native-safe-area-view,npm,94485,9,0,"","",0,0,"JavaScript,Java,TypeScript,Objective-C,C,Prolog"
https://github.com/ethereumjs/ethereumjs-monorepo,npm,94320,0,0,node-gyp,"",0,0,"TypeScript,JavaScript,Python"
https://github.com/abbr/deasync,npm,93420,0,16,node-gyp,"",0,0,"JavaScript,C++"
https://github.com/electron/electron,npm,93246,22793,76478,node-gyp,"",0,0,"JavaScript,C,C++,TypeScript,Objective-C,Python"
https://github.com/npm/lifecycle,npm,92912,0,0,node-gyp,"",0,0,JavaScript
https://github.com/pexpect/pexpect,"pypi,conda",92469,69,0,"","",0,0,"Python,C"
https://github.com/sheetjs/printj,npm,92145,59,0,"","",0,0,"JavaScript,TypeScript,C"
https://github.com/pytorch/pytorch,"pypi,conda",92053,316889,743933,"",CMake,0,0,"C,C++,Python,Objective-C,Java"
https://github.com/google/double-conversion,cocoapods,90951,1314,321612,"",CMake,0,0,"C++,C"
https://github.com/google/glog,cocoapods,90833,3055,6822,"",CMake,0,0,"C++,C"
https://github.com/davidhalter/jedi,"pypi,conda",89812,13,0,"","",0,0,"Python,C"
https://github.com/parcel-bundler/parcel,npm,89249,0,0,node-gyp,"",1,27201,"JavaScript,TypeScript,Rust,Elm,Kotlin"
https://github.com/python-pillow/pillow,"pypi,conda",88899,35324,0,setuptools Extension,CMake,0,0,"Python,C,GDScript,JavaScript"
https://github.com/nucleic/kiwi,"pypi,conda",86945,5220,2232,setuptools Extension,CMake,0,0,"C,C++,Python"
https://github.com/ionelmc/python-lazy-object-proxy,"pypi,conda",86001,958,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/unetworking/uwebsockets.js,npm,84585,8614,2880,"","",0,0,"C,C++,JavaScript,Prolog,TypeScript"
https://github.com/vmg/redcarpet,rubygems,82414,5247,0,mkmf,"",0,0,"Ruby,C,Perl"
https://github.com/cowboyd/therubyracer,rubygems,80001,773,1931,mkmf,"",0,0,"Ruby,C++,C"
https://github.com/zeromq/pyzmq,"pypi,conda",78978,285,0,setuptools Extension,CMake,0,0,"Python,C"
https://github.com/javanthropus/io-like,rubygems,78800,5007,0,"","",0,0,"Ruby,C"
https://github.com/giampaolo/psutil,"pypi,conda",78574,16356,0,setuptools Extension,"",0,0,"C,Python,JavaScript"
https://github.com/cowboyd/libv8,rubygems,77428,0,0,mkmf,"",0,0,Ruby
https://github.com/joblib/joblib,pypi,77243,0,0,setuptools Extension,"",0,0,Python
https://github.com/dart-lang/i18n,pub,77025,12,91,"",CMake,0,0,"Dart,C++,C,Kotlin"
https://github.com/pypa/virtualenv,pypi,76779,61,0,"","",0,0,"Python,C,JavaScript"
https://github.com/facebook/yoga,cocoapods,76330,5391,62124,"",CMake,0,0,"C++,C,TypeScript,Kotlin,Java,JavaScript,Python,Prolog,Swift"
https://github.com/rust-lang/regex,cargo,76014,669,0,"","",1,99066,"Rust,C"
https://github.com/rust-lang/cc-rs,cargo,75612,45,8,"","",1,9455,"Rust,C,C++"
https://github.com/macournoyer/thin,rubygems,75529,1746,0,mkmf,"",0,0,"Ruby,JavaScript,C"
https://github.com/hukkin/tomli,pypi,73827,0,0,setuptools Extension,"",0,0,Python
https://github.com/tensorflow/tensorflow,"pypi,conda",73755,544089,2909331,"","",0,0,"C++,C,Python"
https://github.com/tobgu/pyrsistent,"pypi,conda",73165,1214,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/ruby-concurrency/atomic,rubygems,72997,91,0,mkmf,"",0,0,"Ruby,Java,C"
https://github.com/react-native-community/react-native-masked-view,npm,72415,7,0,"","",0,0,"JavaScript,Java,C,Objective-C,TypeScript"
https://github.com/facebook/folly,cocoapods,71526,162286,304733,setuptools Extension,CMake,0,4424,"C++,C,Rust,Python,Ruby,Verilog"
https://github.com/facebook/react-native-deprecated-modules,npm,71196,63,0,"","",0,0,"JavaScript,C,Objective-C"
https://github.com/pygments/pygments,pypi,70561,3973,2179,"",CMake,0,487,"Python,Scala,Perl,Ruby,JavaScript,C++,Prolog,C,Java,Verilog,Clojure,Ada,Fortran,Go,Groovy,Haskell,Lua,Objective-C,C#,D,GDScript,Haxe,Nim,Odin,PHP,Scheme,TypeScript,COBOL,Common Lisp,Crystal,Dart,Elixir,Elm,Emacs Lisp,Erlang,F#,Gleam,Julia,Kotlin,Mojo,Nix,OCaml,R,Racket,Rust,Solidity,Swift,VHDL,Zig"
https://github.com/chromedevtools/devtools-protocol,npm,70218,984,5968,"","",0,0,"C++,C,TypeScript,Python,JavaScript"
https://github.com/dart-lang/native,pub,68776,442723,1188,"","",0,8,"Dart,Java,C,Swift,Objective-C,Kotlin,C++,Prolog,Rust"
https://github.com/sphinx-doc/sphinx,"pypi,conda",68751,2,0,setuptools Extension,"",0,0,"Python,JavaScript,C"
https://github.com/python-greenlet/greenlet,"pypi,conda",68235,1303,5259,setuptools Extension,"",0,0,"Python,C++,C"
https://github.com/storybookjs/storybook,npm,68101,0,0,node-gyp,"",0,0,"TypeScript,JavaScript"
https://github.com/opencv/opencv-python,pypi,67670,516281,1365805,setuptools Extension,CMake,0,0,"C++,C,Python,Java,Common Lisp,Objective-C,JavaScript,Swift,Julia,C#,Prolog,Scala,Clojure,Kotlin,Perl"
https://github.com/mongodb/mongo-python-driver,pypi,66984,4793,0,"","",0,0,"Python,C,JavaScript"
https://github.com/open-telemetry/opentelemetry-js,npm,66556,0,0,node-gyp,"",0,0,"TypeScript,JavaScript"
https://github.com/python/typed_ast,pypi,66523,37269,0,setuptools Extension,"",0,0,"C,Python"
https://github.com/aio-libs/aiohttp,"pypi,conda",66431,10,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/software-mansion/react-native-svg,npm,66423,3759,4821,"","",0,0,"C,TypeScript,Java,Objective-C,C++,JavaScript,Kotlin,Prolog,Swift,Ruby"
https://github.com/gre/react-native-view-shot,npm,65922,15,0,"","",0,0,"TypeScript,JavaScript,C#,Java,Objective-C,Kotlin,C,Prolog,Swift"
https://github.com/halildurmus/win32,pub,65795,360,1358,"",CMake,0,0,"Dart,TypeScript,C,C++,C#,JavaScript"
https://github.com/mattn/go-sqlite3,go,63599,180329,208,"","",0,0,"Go,C,C++"
https://github.com/h5py/h5py,"pypi,conda",63012,578,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/graphql-hive/gateway,npm,61999,0,0,node-gyp,"",0,0,"TypeScript,JavaScript"
https://github.com/mrabarnett/mrab-regex,pypi,61463,50386,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/maher4ever/wdm,rubygems,60958,1093,0,mkmf,"",0,0,"C,Ruby"
https://github.com/vercel/ncc,npm,60209,0,0,node-gyp,"",0,0,"JavaScript,TypeScript,C++"
https://github.com/babel/minify,npm,59576,0,0,node-gyp,"",0,0,"JavaScript,PHP,Python"
https://github.com/redis/jedis,maven,58513,202,0,"","",0,0,"Java,JavaScript,C"
https://github.com/microsoft/windows-rs,cargo,56593,1025,560,"","",1,1978878,"Rust,C,C++,C#"
https://github.com/grpc/grpc,"pypi,cocoapods,conda",55951,351614,448340,"phpize,setuptools Extension",CMake,0,0,"Python,C,C++,PHP,Ruby,Objective-C,C#,JavaScript,Go,Swift,Java,Prolog"
https://github.com/pytorch/vision,"conda,pypi",53890,3868,4995,setuptools Extension,CMake,0,0,"Python,C,C++,Objective-C"
https://github.com/babel/babili,npm,53604,0,0,node-gyp,"",0,0,"JavaScript,PHP,Python"
https://github.com/sqlalchemy/sqlalchemy,"pypi,conda",53487,0,0,setuptools Extension,"",0,0,Python
https://github.com/python/mypy,"pypi,conda",52771,22834,6425,setuptools Extension,"",0,0,"Python,C,C++,Emacs Lisp"
https://github.com/flutter/plugins,pub,50091,4964,10619,"",CMake,0,0,"Dart,Java,C,Objective-C,C++,Swift,Ruby"
https://github.com/frommi/miniz_oxide,cargo,49680,11482,1621,"","",1,7639,"Rust,C,C++"
https://github.com/react-native-community/boost-for-react-native,cocoapods,47486,3763,245998,"","",0,0,"C++,C"
https://github.com/brianmario/yajl-ruby,rubygems,45564,3147,0,mkmf,"",0,0,"Ruby,C"
https://github.com/simplejson/simplejson,pypi,45524,4262,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/pyca/bcrypt,pypi,45354,0,0,setuptools Extension,"",1,162,"Python,Rust"
https://github.com/tensorflow/tensorboard,"pypi,conda",45077,0,0,node-gyp,"",1,6737,"TypeScript,Python,Rust,JavaScript,Java"
https://github.com/marcandre/backports,rubygems,43955,8661,0,"","",0,0,"Ruby,C"
https://github.com/scala/scala3,maven,42529,59,0,"","",0,0,"Scala,Java,JavaScript,Python,Nix,C,Perl"
https://github.com/pypa/distlib,pypi,42289,849,0,"","",0,0,"Python,C"
https://github.com/snowballstem/snowball,"pypi,conda",42225,23137,176,"","",1,563,"C,Python,Perl,Rust,Ada,Go,Java,C#,Dart,C++,JavaScript,PHP,Zig"
https://github.com/aio-libs/multidict,"pypi,conda",41832,7974,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/cocoapods/cocoapods,rubygems,41701,1497,0,"","",0,0,"C,Ruby,Objective-C,Swift"
https://github.com/aio-libs/yarl,"pypi,conda",41018,0,0,setuptools Extension,"",0,0,Python
https://github.com/firebase/flutterfire,pub,40685,6814,24717,"",CMake,0,0,"Dart,Swift,C,Kotlin,C++,Java,Objective-C,JavaScript,TypeScript,Ruby"
https://github.com/docker/docker,go,40103,1403,0,"","",0,0,"Go,C,Lua,Python"
https://github.com/cocoapods/xcodeproj,rubygems,38897,332,0,"","",0,0,"Ruby,C,Objective-C,Swift"
https://github.com/pymysql/mysqlclient,pypi,38663,2907,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/rubyworks/ansi,rubygems,38651,0,1040,"","",0,0,"Ruby,JavaScript,C++"
https://github.com/zopefoundation/zope.interface,pypi,38633,1998,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/protocolbuffers/protobuf,"rubygems,nuget,maven,cocoapods,conda",38630,216435,254149,"",CMake,1,11224,"C,C++,Java,C#,PHP,Rust,Python,Objective-C,Ruby,Kotlin,Go,Swift,Dart,Lua,Emacs Lisp"
https://github.com/scikit-image/scikit-image,"pypi,conda",38464,1792,0,"setuptools Extension,meson-python",Meson,0,0,"Python,C,C++,JavaScript"
https://github.com/robbiehanson/cocoaasyncsocket,cocoapods,38311,1067,0,"","",0,0,"Objective-C,C,Swift,Ruby"
https://github.com/hyperium/hyper,cargo,38106,685,0,"","",1,25542,"Rust,C"
https://github.com/burntsushi/walkdir,cargo,36791,23,0,"","",1,2143,"Rust,C,Python"
https://github.com/gevent/gevent,pypi,36500,83501,0,setuptools Extension,"",0,0,"Python,C,JavaScript"
https://github.com/mongodb/mongo-go-driver,go,36142,491,0,"","",0,0,"Go,C,Perl"
https://github.com/sunfishcode/linux-raw-sys,cargo,36061,23327,0,"","",1,479166,"Rust,C"
https://github.com/mcgoo/vcpkg-rs,cargo,35677,1,0,"","",1,1965,"Rust,C"
https://github.com/pypa/pip,"pypi,conda",35613,0,0,"","",0,0,"Python,C,JavaScript"
https://github.com/afnetworking/afnetworking,cocoapods,34986,707,0,"","",0,0,"Objective-C,C,Swift,Ruby"
https://github.com/facebook/flipper,cocoapods,34784,5341,5980,"","",1,501,"TypeScript,C,Java,Objective-C,Kotlin,JavaScript,C++,Swift,Rust,Haskell,Prolog"
https://github.com/priteshrnandgaonkar/peertalk,cocoapods,34780,186,0,"","",0,0,"C,Objective-C"
https://github.com/rsocket/rsocket-cpp,cocoapods,34763,10220,15414,"",CMake,0,0,"C++,C"
https://github.com/lblasa/glog,cocoapods,34735,1990,7623,"",CMake,0,0,"C++,C"
https://github.com/lblasa/double-conversion,cocoapods,34735,1306,321395,"",CMake,0,0,"C++,C"
https://github.com/rtomayko/posix-spawn,rubygems,34450,309,0,mkmf,"",0,0,"Ruby,C"
https://github.com/fonttools/fonttools,"pypi,conda",33983,0,0,setuptools Extension,"",0,0,Python
https://github.com/netty/netty,maven,33811,8876,0,"","",0,0,"Java,C,Groovy,JavaScript"
https://github.com/joblib/threadpoolctl,"pypi,conda",33282,11,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/vorner/signal-hook,cargo,33065,46,0,"","",1,2964,"Rust,C"
https://github.com/apache/thrift,"rubygems,maven,go,cargo",31925,36800,94078,"","Autotools,CMake",1,9750,"Java,C,C++,Go,PHP,C#,Ruby,Python,JavaScript,Haxe,D,Erlang,Dart,Rust,Perl,Lua,OCaml,Common Lisp,TypeScript,Kotlin,Emacs Lisp"
https://github.com/tonytonyjan/jaro_winkler,rubygems,31539,379,0,mkmf,"",0,0,"Ruby,C"
https://github.com/rust-lang/backtrace-rs,cargo,31165,10,11,"","",1,6633,"Rust,C,C++"
https://github.com/python-websockets/websockets,pypi,29748,155,0,setuptools Extension,"",0,0,"Python,JavaScript,C"
https://github.com/gorakhargosh/watchdog,pypi,29415,2507,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/ruby/io-console,rubygems,28727,1850,0,mkmf,"",0,0,"Ruby,C"
https://github.com/kornelski/rust-security-framework,cargo,28352,8,0,"","",1,10106,"Rust,Swift,C"
https://github.com/msgpack/msgpack-python,"pypi,conda",28223,1450,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/mhammond/pywin32,pypi,27854,38246,211719,setuptools Extension,"",0,0,"C++,Python,C,D,JavaScript"
